budget,runtime,genres,production_companies,production_countries,release_year,popularity,vote_count,original_language,cast_count,crew_count,revenue,rating,success_class
58500000,108,"['Family', 'Fantasy', 'Comedy', 'Adventure']","['Pathé', 'La Petite Reine', 'Katharina', 'Renn Productions', 'TF1 Films Production', 'Chez Wam', 'CP Medien', 'KC Medien']","['FR', 'DE']",2002,7.262,3700,fr,54,63,131116046,7.374,Average
142000000,133,"['Adventure', 'Action', 'Thriller']",['EON Productions'],['GB'],2002,7.1408,3755,en,44,81,431971116,6.0,Hit
0,115,['Drama'],"[""Les Aventuriers de l'Image"", 'CNC', 'La Sorcière Rouge']",['FR'],2002,6.5849,104,fr,11,8,105090,5.7,Flop
21000000,92,"['Action', 'Crime', 'Thriller']","['TF1 Films Production', 'EuropaCorp', 'Current Entertainment', 'Canal+']","['US', 'FR']",2002,7.4699,5640,en,26,156,43900000,6.714,Average
140000000,88,"['Action', 'Comedy', 'Science Fiction']","['Columbia Pictures', 'Amblin Entertainment', 'Parkes+MacDonald Production']",['US'],2002,7.2046,10377,en,89,468,445135288,6.382,Hit
120000000,142,"['Adventure', 'Action', 'Science Fiction']",['Lucasfilm Ltd.'],['US'],2002,7.0076,13979,en,99,190,649398328,6.585,Hit
45000000,113,"['Comedy', 'Crime', 'Drama']","['Miramax', 'The Producer Circle Co.', 'Storyline Entertainment']",['US'],2002,5.9757,2807,en,119,80,306776732,7.124,Hit
12000000,123,"['Drama', 'Romance']","['Miramax', 'Margaret Rose Perenchio Productions', 'Ventanarosa', 'Lionsgate']",['US'],2002,6.8654,2121,en,25,72,56298474,7.401,Average
26000000,94,"['Adventure', 'Family', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Nickelodeon Movies', 'Valhalla Motion Pictures']",['US'],2002,5.1043,340,en,40,132,38793283,5.301,Flop
45000000,98,"['Thriller', 'Drama']","['Paramount Pictures', 'Scott Rudin Productions', 'Senator International']",['US'],2002,6.1038,1164,en,88,35,94935764,6.276,Average
33000000,100,"['Horror', 'Action', 'Science Fiction']","['Impact Pictures', 'Davis Films', 'New Legacy Film', 'Constantin Film']","['CA', 'FR', 'DE', 'GB']",2002,5.8499,6709,en,22,163,102984862,6.647,Average
48000000,115,"['Horror', 'Mystery']","['DreamWorks Pictures', 'BenderSpink', 'Parkes+MacDonald Production']",['US'],2002,6.3064,6484,en,35,169,249348933,6.692,Hit
30000000,106,"['Thriller', 'Crime']","['Senator Film', 'Propaganda Films', 'Columbia Pictures']","['DE', 'US']",2002,6.2149,601,en,19,23,13414416,6.2,Flop
125000,86,['Drama'],"['IFC Productions', 'InDigEnt', 'Goldheart Pictures', 'Blue Magic Pictures']",['US'],2002,5.6464,45,en,45,28,1025302,5.8,Flop
2000000,120,"['Comedy', 'Drama', 'Family']","['Jenkins Entertainment', 'Miracle Network Group LLC', 'Miracle Films']",['US'],2002,5.6783,8,en,31,10,112000,4.0,Flop
75000000,138,"['Action', 'History', 'War']","['Wheelhouse Entertainment', 'Motion Picture Production GmbH & Co. Erste KG', 'Paramount Pictures', 'Icon Productions']","['DE', 'US']",2002,6.5654,2182,en,87,175,114660784,7.145,Average
0,107,"['Drama', 'History']","['Granada Television', 'Portman Entertainment Group', 'Fís Éireann/Screen Ireland', ""Hell's Kitchen""]","['IE', 'GB']",2002,5.97,331,en,28,16,773228,7.252,Flop
20000000,107,"['Action', 'Science Fiction', 'Thriller']","['Blue Tulip Productions', 'Dimension Films', 'Miramax']",['US'],2002,6.2076,4837,en,21,144,5400000,7.048,Flop
0,95,"['Drama', 'Romance']",[],['US'],2002,5.8164,43,en,8,6,306567,6.105,Flop
40000000,85,"['Action', 'Comedy', 'Thriller', 'Mystery', 'Crime']","['Touchstone Pictures', 'The Jacobson Company', 'Sonnenfeld/Josephson Worldwide Entertainment']",['US'],2002,5.9978,313,en,53,51,8493890,6.1,Flop
55000000,105,"['Comedy', 'Drama', 'Romance']","['Red Om Films', 'Revolution Studios']",['US'],2002,6.2061,2016,en,101,199,154906693,6.134,Average
0,128,"['Drama', 'Romance', 'Thriller']","['Cine 2000', 'MiC']",['IT'],2002,5.8069,81,it,14,46,347548,5.284,Flop
0,91,"['Comedy', 'Romance', 'Drama']","['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Kalima Productions']","['GB', 'US', 'FR', 'DE']",2002,5.6979,242,en,61,21,24128678,5.3,Flop
250000,101,"['Crime', 'Drama', 'Thriller', 'Horror']","['Two Left Shoes Films', 'Blockbuster Films', 'DEJ Productions', 'Peninsula Films']",['US'],2002,5.6362,317,en,22,16,144008,5.273,Flop
5000000,85,"['Action', 'Comedy', 'Documentary']","['Lynch Siderow Productions', 'Dickhouse Productions', 'Paramount Pictures', 'MTV Films']",['US'],2002,4.8858,1671,en,46,42,64282312,6.316,Average
40000000,135,"['Comedy', 'Romance', 'Drama']","['Working Title Films', 'DNA Films', 'StudioCanal', 'Universal Pictures']","['FR', 'GB', 'US']",2003,23.0101,7196,en,124,284,250779876,7.096,Hit
94000000,201,"['Adventure', 'Fantasy', 'Action']","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']","['NZ', 'US']",2003,25.5834,25788,en,78,166,1118888979,8.492,Hit
140000000,143,"['Adventure', 'Fantasy', 'Action']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']",['US'],2003,23.2381,21696,en,71,329,655011224,7.817,Hit
32000000,97,"['Comedy', 'Family', 'Fantasy']","['New Line Cinema', 'Guy Walks into a Bar Productions']",['US'],2003,18.186,4390,en,66,101,228500000,6.7,Hit
94000000,100,"['Animation', 'Family']",['Pixar'],['US'],2003,16.4194,20123,en,68,423,940335536,7.8,Hit
3000000,120,"['Drama', 'Thriller', 'Mystery', 'Action']","['Show East', 'Egg Film', 'Cineclick Asia']",['KR'],2003,12.9475,9422,ko,54,47,17500000,8.244,Flop
15000000,97,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']","['Ignite Entertainment', 'Lionsgate', 'Cinerenta']","['CA', 'DE', 'US']",2003,29.8278,467,en,28,123,23014206,6.254,Flop
30000000,111,"['Action', 'Crime']","['Miramax', 'A Band Apart', 'Super Cool ManChu']",['US'],2003,12.7869,18401,en,38,226,180906076,7.969,Average
150000000,138,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Village Roadshow Pictures', 'Silver Pictures', 'NPV Entertainment']",['US'],2003,11.4641,11597,en,82,248,738599701,7.069,Hit
140000000,154,"['Drama', 'Action', 'War']","['Radar Pictures', 'Bedford Falls Productions', 'Cruise/Wagner Productions', 'Warner Bros. Pictures']",['US'],2003,9.5477,7292,en,48,162,456800000,7.598,Hit
12600000,84,"['Horror', 'Thriller']","['Summit Entertainment', 'Constantin Film', 'Newmarket Capital Group', 'Stan Winston Productions', 'Media Cooperation One']","['DE', 'US']",2003,9.0827,2892,en,14,144,28650575,6.372,Flop
24000000,92,['Comedy'],"['The Montecito Picture Company', 'DreamWorks Pictures']",['US'],2003,8.9533,2017,en,73,61,87100000,6.61,Average
23000000,92,"['Drama', 'Comedy', 'Crime']","['Mike Zoss Productions', 'Triptych Pictures', 'Dimension Films', 'Miramax', 'Columbia Pictures']","['US', 'DE']",2003,8.4126,2295,en,39,173,76500000,6.548,Average
150000000,129,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Village Roadshow Pictures', 'NPV Entertainment', 'Silver Pictures']",['US'],2003,9.7887,10477,en,48,165,424988211,6.749,Hit
28000000,90,"['Mystery', 'Thriller']","['Konrad Pictures', 'Columbia Pictures']",['US'],2003,9.0542,4170,en,22,43,90259536,7.176,Average
130000000,146,"['Action', 'Crime', 'Comedy']","['Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['US'],2003,8.1515,5768,en,109,246,273339556,6.654,Hit
2500000,91,"['Horror', 'Thriller', 'Mystery']","['Alexandre Films', 'EuropaCorp', 'MediaPro Pictures']","['FR', 'RO']",2003,7.7407,1413,fr,10,76,6291958,6.77,Flop
500000,88,"['Drama', 'Comedy']","['Next Wednesday Productions', 'SenArt Films']",['US'],2003,7.5498,742,en,21,16,8701337,7.353,Flop
2500000,112,"['Drama', 'Romance']","['BBC Film', 'Free Range Films', 'Renaissance Films']",['GB'],2003,8.6513,63,en,10,20,1062253,5.96,Flop
2800000,131,"['Crime', 'Drama', 'Thriller']","['CJ Entertainment', 'Muhan Investment', 'Sidus']",['KR'],2003,7.555,4329,ko,41,39,26000000,8.1,Flop
200000000,109,"['Action', 'Thriller', 'Science Fiction']","['Intermedia Films', 'IMF Internationale Medien und Film 3 & Produktions', 'C2 Pictures', 'Mostow/Lieberman Productions']","['DE', 'GB', 'US']",2003,8.4723,7033,en,36,269,435000000,6.179,Hit
20000000,92,"['Comedy', 'Drama']","['GreeneStreet Films', 'Metro-Goldwyn-Mayer']",['US'],2003,7.7223,1026,en,48,31,44600000,6.882,Average
60000000,92,"['Comedy', 'Family']","['Revolution Studios', 'Davis Entertainment']",['US'],2003,6.7517,2200,en,55,35,164433867,5.918,Average
25000000,138,"['Thriller', 'Crime', 'Drama', 'Mystery']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'NPV Entertainment', 'Malpaso Productions']",['US'],2003,7.1082,7185,en,59,39,156800000,7.742,Average
80000000,101,"['Fantasy', 'Comedy']","['Pit Bull Productions', 'Spyglass Entertainment', 'Universal Pictures', 'Shady Acres Entertainment']",['US'],2003,8.6936,11215,en,115,170,484592874,6.723,Hit
137000000,138,"['Science Fiction', 'Adventure', 'Action']","['Marvel Enterprises', 'Universal Pictures', 'Good Machine', 'Valhalla Motion Pictures']",['US'],2003,7.8063,6117,en,58,240,245360480,5.6,Hit
27440000,85,"['Comedy', 'Crime']","['UGC Films', 'DD Productions', 'EFVE']",['FR'],2003,7.299,875,fr,52,19,27729359,6.683,Flop
18000000,94,"['Music', 'Drama', 'Romance']","['NuAmerica Entertainment', 'Universal Pictures', 'Marc Platt Productions']",['US'],2003,7.5734,1213,en,50,70,62646763,6.3,Average
0,92,"['Animation', 'Drama', 'Comedy']","['Madhouse', 'Sony Pictures', 'dentsu', 'GENCO']",['JP'],2003,6.6644,1437,ja,17,68,607735,7.9,Flop
8000000,109,"['Crime', 'Drama']","['Media 8 Entertainment', 'DEJ Productions', 'K/W Productions', 'Denver & Delilah Productions', 'VIP Medienfonds 2', 'MDP Worldwide', 'Taurus Film']","['US', 'DE']",2003,7.3404,2465,en,37,196,58469210,7.211,Average
128000000,85,"['Adventure', 'Animation', 'Family']",['Walt Disney Feature Animation'],['US'],2003,8.2878,5647,en,21,96,250397798,7.269,Hit
30000000,123,"['Drama', 'History']","['NFP Teleart Berlin', 'Thrivent Financial for Lutherans', 'Eikon Media']","['DE', 'US']",2003,7.1454,326,en,35,31,29400000,6.445,Flop
120000000,106,"['Action', 'Adventure', 'Comedy']","['Wonderland Sound and Vision', 'Tall Trees Productions', 'Flower Films', 'Columbia Pictures']","['US', 'BR']",2003,6.8242,3199,en,58,508,259175788,5.485,Hit
1100000,105,"['Action', 'Crime']","['Baa-Ram-Ewe', 'Sahamongkolfilm', 'EuropaCorp', 'Golden Network Asia']",['TH'],2003,6.1792,1789,th,31,71,20112926,7.131,Flop
0,103,"['Drama', 'Romance']",['Antidote Films'],['US'],2003,6.8906,216,en,40,65,4600000,5.977,Flop
2000000,101,"['Comedy', 'Drama']","['HBO Films', 'Good Machine']",['US'],2003,6.7358,517,en,24,14,6003587,7.18,Flop
15000000,115,"['Drama', 'Romance']","['HanWay Films', 'Recorded Picture Company', 'Fiction', 'Peninsula Films', 'Fox Searchlight Pictures']","['FR', 'IT', 'GB']",2003,7.3906,3013,en,12,37,15100000,7.183,Flop
26000000,97,"['Family', 'Fantasy', 'Comedy', 'Romance']","['Casual Friday Productions', 'Gunn Films', 'Walt Disney Pictures']",['US'],2003,7.2381,4147,en,34,166,160846332,6.569,Average
60000000,100,"['Comedy', 'Romance', 'Crime']","['Universal Pictures', 'Imagine Entertainment', 'Alphaville Films', 'Mike Zoss Productions']",['US'],2003,5.8017,1598,en,44,49,119940815,5.948,Average
50000000,115,"['Action', 'Adventure', 'Comedy', 'Western']","['All Knight Productions', 'Spyglass Entertainment', 'Touchstone Pictures', 'Birnbaum/Barber Productions', 'JCE Movies']","['HK', 'US']",2003,6.8808,2374,en,52,108,88323487,6.137,Average
4000000,102,"['Drama', 'Romance', 'Comedy']","['American Zoetrope', 'Elemental Films']","['GB', 'US']",2003,6.6011,7799,en,51,70,119723856,7.387,Average
20000,92,"['Crime', 'Drama']",['Professor Bright Films'],['US'],2003,6.1042,96,en,15,13,8466,7.313,Flop
50000000,116,"['Comedy', 'Romance']","['Paramount Pictures', 'Robert Evans Productions', 'Lynda Obst Productions', 'Christine Peters Productions']",['US'],2003,6.4512,4313,en,33,115,177500000,6.854,Average
60000000,110,"['Action', 'Crime']","['De Line Pictures', 'Working Title Films', 'Paramount Pictures', 'Peninsula Films', 'Senator International']","['FR', 'GB', 'US']",2003,5.8621,5830,en,43,233,176070171,6.784,Average
22000000,122,"['Fantasy', 'Action', 'Thriller']","['Screen Gems', 'Lakeshore Entertainment']",['US'],2003,6.5116,6439,en,31,146,95708457,6.839,Average
20000000,117,"['Adventure', 'Family', 'Drama', 'Comedy']","['Phoenix Pictures', 'Chicago Pacific Entertainment', 'Walden Media', 'Walt Disney Pictures', 'Summit Entertainment']",['US'],2003,7.2171,1485,en,37,44,71406573,6.884,Average
45000000,95,"['Comedy', 'Romance']","['Metro-Goldwyn-Mayer', 'Marc Platt Productions', 'Type A Films']",['US'],2003,6.5236,1697,en,39,110,124914842,5.714,Average
5000000,102,"['Animation', 'Science Fiction']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Silver Pictures', 'Square USA', 'STUDIO4℃', 'Madhouse', 'D N A']","['JP', 'US', 'KR']",2003,6.9259,1696,en,32,31,68000000,7.201,Average
6400000,93,"['Drama', 'Thriller', 'Crime', 'Romance']","['Recorded Picture Company', 'StudioCanal UK', 'HanWay Films', 'UK Film Council', 'Scottish Screen', 'Sveno Media', 'Sigma Films', 'Young Adam Productions']","['GB', 'FR']",2003,5.8058,186,en,16,31,2500000,5.812,Flop
109000000,82,"['Family', 'Comedy', 'Adventure', 'Fantasy']","['Universal Pictures', 'DreamWorks Pictures', 'Imagine Entertainment', 'Brian Grazer Productions']",['US'],2003,6.5492,1749,en,26,95,133800000,5.29,Average
40000000,98,"['Comedy', 'Family', 'Drama']","['20th Century Fox', 'Robert Simonds Productions']",['US'],2003,6.2748,2882,en,46,40,190212113,6.28,Average
4000000,101,"['Romance', 'Drama']","['Pierce/Williams Entertainment', 'ContentFilm', 'Lions Gate Films']","['GB', 'US']",2003,5.9438,378,en,38,63,10400000,6.7,Flop
26000000,90,"['Horror', 'Mystery']","['New Line Cinema', 'Zide-Perry Productions']",['US'],2003,6.5077,4648,en,43,183,90941129,6.296,Average
0,80,"['Comedy', 'Romance']","['Fox 2000 Pictures', '20th Century Fox']",['US'],2003,4.3895,125,en,56,116,6126237,6.76,Flop
75000000,121,"['War', 'Action', 'Drama']","['Revolution Studios', 'Cheyenne Enterprises', 'Michael Lobell Productions', 'Columbia Pictures']",['US'],2003,5.8321,2520,en,31,178,86500000,6.887,Average
6400000,93,"['Drama', 'Thriller', 'Crime', 'Romance']","['Recorded Picture Company', 'StudioCanal UK', 'HanWay Films', 'UK Film Council', 'Scottish Screen', 'Sveno Media', 'Sigma Films', 'Young Adam Productions']","['GB', 'FR']",2003,5.8058,186,en,16,31,2500000,5.812,Flop
60000000,100,"['Comedy', 'Romance', 'Crime']","['Universal Pictures', 'Imagine Entertainment', 'Alphaville Films', 'Mike Zoss Productions']",['US'],2003,5.8017,1598,en,44,49,119940815,5.948,Average
87000000,141,"['Drama', 'History']","['Universal Pictures', 'DreamWorks Pictures', 'Spyglass Entertainment', 'Larger Than Life Productions', 'The Kennedy/Marshall Company']",['US'],2003,5.7857,897,en,41,93,148300000,7.057,Average
45000000,84,['Comedy'],"['Brad Grey Pictures', 'Dimension Films']",['US'],2003,5.673,4313,en,61,241,220673217,5.964,Hit
0,100,"['Comedy', 'Drama', 'Family', 'Romance']","['CRML Productions', 'Alcon Entertainment', 'Burg/Koules Productions']",['US'],2003,5.6412,650,en,42,30,21964072,7.536,Flop
100000000,113,"['Adventure', 'Fantasy', 'Family']","['Universal Pictures', 'Columbia Pictures', 'Revolution Studios', 'Red Wagon Entertainment', 'Allied Stars']","['GB', 'US', 'AU']",2003,5.5836,2720,en,51,63,121975011,7.143,Average
165000000,100,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Golden Mean', 'Playtone', 'ImageMovers', 'Castle Rock Entertainment', 'Shangri-La Entertainment']",['US'],2004,25.9099,6726,en,53,284,318432432,6.723,Hit
130000000,141,"['Adventure', 'Fantasy']","['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films', 'P of A Productions']","['GB', 'US']",2004,23.3477,22662,en,59,241,789804554,8.01,Hit
175000000,163,"['War', 'Action', 'History']","['Warner Bros. Pictures', 'Plan B Entertainment', 'Radiant Productions', 'Helena Productions']","['GB', 'US']",2004,18.4934,10753,en,37,287,497409852,7.164,Hit
30000000,87,"['Family', 'Comedy', 'Adventure', 'Animation']","['Paramount Pictures', 'Nickelodeon Movies', 'United Plankton Pictures']",['US'],2004,16.6771,3088,en,47,58,141067890,7.063,Average
37000000,109,"['Comedy', 'Crime']","['Revolution Studios', 'Wayans Bros. Entertainment', 'Gone North Productions']",['US'],2004,14.7623,4345,en,51,91,113100000,6.938,Average
150000000,92,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure', 'Romance']","['DreamWorks Animation', 'Pacific Data Images']",['US'],2004,15.3435,13086,en,25,367,935454538,7.304,Hit
30000000,136,"['Action', 'Crime', 'Thriller']","['Super Cool ManChu', 'Miramax', 'A Band Apart']",['US'],2004,14.1566,14663,en,64,181,152159461,7.875,Average
92000000,115,"['Action', 'Adventure', 'Animation', 'Family']",['Pixar'],['US'],2004,14.0578,18489,en,51,350,631442092,7.72,Hit
24000000,119,"['Fantasy', 'Animation', 'Adventure']","['Studio Ghibli', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu', 'Walt Disney Japan', 'd-rights', 'TOHO']",['JP'],2004,14.7376,10686,ja,57,180,236049757,8.4,Hit
29000000,123,"['Romance', 'Drama']","['New Line Cinema', 'Avery Pix', 'Gran Via Productions']",['US'],2004,14.0885,12231,en,72,60,115600000,7.891,Average
21000000,110,"['Comedy', 'Romance']","['Epsilon Motion Pictures', 'Regency Enterprises', 'New Regency Pictures', 'Daybreak', '20th Century Fox']","['CH', 'US']",2004,12.5274,3863,en,37,141,31635150,6.733,Flop
50000000,80,"['Comedy', 'Family']","['Davis Entertainment', '20th Century Fox']",['US'],2004,12.1409,4170,en,29,21,200800000,5.7,Average
20000000,108,"['Science Fiction', 'Drama', 'Romance']","['Focus Features', 'Anonymous Content', 'This is that']",['US'],2004,12.1092,15889,en,19,115,72258126,8.092,Average
160000000,132,"['Horror', 'Adventure', 'Action']","['Universal Pictures', 'The Sommers Company', 'Stillking Films']","['CZ', 'US']",2004,11.6644,6368,en,27,235,300257475,6.384,Hit
140000000,108,"['Adventure', 'Comedy', 'Family']","['Paramount Pictures', 'DreamWorks Pictures', 'Nickelodeon Movies', 'Parkes+MacDonald Production']",['US'],2004,9.6877,5178,en,39,179,209073645,6.817,Average
17820000,94,['Comedy'],"['StudioCanal', 'Les Robins des Bois Airlines', 'TF1 Films Production', 'Chez Wam']",['FR'],2004,11.8763,1223,fr,58,26,14054361,6.3,Flop
17000000,96,"['Drama', 'Comedy']","['Broadway Video', 'Paramount Pictures', 'M.G. Films']",['US'],2004,10.806,9252,en,68,135,130193514,7.222,Average
20000000,99,"['Action', 'Comedy', 'Crime', 'Fantasy']","['Huayi Brothers & Taihe Film Investment', 'Star Overseas', 'Beijing Film Studio', 'CP Film Production Asia', 'China Film Group Corporation']","['CN', 'HK']",2004,10.7326,3039,cn,33,27,102034104,7.477,Average
5300000,97,"['Drama', 'History', 'Comedy']","['Galatée Films', 'Pathé Renn Productions', 'Vega Film', 'France 2 Cinéma', 'Novo Arturo Films']","['FR', 'CH']",2004,9.6458,2533,fr,25,37,83600000,7.729,Average
120000000,115,"['Action', 'Science Fiction']","['Davis Entertainment', 'Laurence Mark Productions', 'Canlaws Productions', '20th Century Fox', 'Overbrook Entertainment', 'Mediastream Vierte Film']","['US', 'DE', 'CA']",2004,8.7366,12353,en,34,259,347234916,6.959,Hit
30000000,127,['Drama'],['Icon Productions'],['US'],2004,8.4383,4972,en,75,273,610063468,7.518,Hit
10000000,89,"['Family', 'Comedy']","['Metro-Goldwyn-Mayer', 'Landscape Entertainment', 'Weinstock Productions']",['US'],2004,8.4352,502,en,35,41,10143022,6.058,Flop
7000000,112,"['Drama', 'Comedy', 'Romance']","['Bend It Films', 'Kintop Pictures', 'UK Film Council', 'Pathé', 'MEDIA Programme of the European Union', 'India Take One', 'Inside Track']","['BE', 'FR', 'IN', 'GB', 'US']",2004,8.2037,398,en,17,37,24700000,6.438,Flop
46000000,86,"['Adventure', 'Drama', 'Action', 'Thriller']","['Mandeville Films', 'Burke/Samples/Foster Productions', 'WWE Studios', 'Cub Eight Productions', 'Metro-Goldwyn-Mayer', 'Hyde Park Entertainment']","['US', 'CA']",2004,8.1865,1595,en,45,152,57223888,6.327,Average
